FID,autonomia,carretera,causa,fechahora_,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incide,sentido,tipo,tipolocali,version_in,x,xml_fragme,xml_id,xml_matche,xml_parent,xml_pare_1,y,X1,Y1,actualizad
1,COMUNITAT VALENCIANA,CV-797,NIEVE,2021/01/13 08:56:00,Ambos,A,VERDE,8.6,0,ALCOY,ALICANTE/ALACANT,OA101138121,Ambos sentidos,METEOROLOGICA,0,1,38.68416,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>NIEVE</causa>
<poblacion>ALCOY</poblacion>
<fechahora_in",id-incidencia-1.1,incidencia, , ,-0.47239,-0.47239,38.68416,2021/01/19 21:31:00
2,COMUNITAT VALENCIANA,CV-780,NIEVE,2021/01/13 09:21:00,Ambos,A,VERDE,22.5,13.8,XIXONA,ALICANTE/ALACANT,OA101138113,Ambos sentidos,METEOROLOGICA,0,1,38.6147883,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>COMUNITAT VALENCIANA</autonomia>
<provincia>ALICANTE/ALACANT</provincia>
<matricula>A</matricula>
<causa>NIEVE</causa>
<poblacion>XIXONA</poblacion>
<fechahora_i",id-incidencia-1.2,incidencia, , ,-0.4182328,-0.4182328,38.6147883,2021/01/19 21:31:00
3,CASTILLA-LA MANCHA,AB-508,NIEVE,2021/01/16 15:01:00,Ambos,AB,AMARILLO,8,2,MOLINICOS,ALBACETE,AB101119186,Ambos sentidos,METEOROLOGICA,0,6,38.4760569,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>NIEVE</causa>
<poblacion>MOLINICOS</poblacion>
<fechahora_ini>202",id-incidencia-1.3,incidencia, , ,-2.2218069,-2.2218069,38.4760569,2021/01/19 21:31:00
4,CASTILLA-LA MANCHA,AB-5017,NIEVE,2021/01/13 13:34:00,Ambos,AB,VERDE,4,0,MOLINICOS,ALBACETE,AB101078223,Ambos sentidos,METEOROLOGICA,0,3,38.4914,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>NIEVE</causa>
<poblacion>MOLINICOS</poblacion>
<fechahora_ini>202",id-incidencia-1.4,incidencia, , ,-2.2824,-2.2824,38.4914,2021/01/19 21:31:00
5,CASTILLA-LA MANCHA,AB-702,NIEVE,2021/01/19 19:15:00,Ambos,AB,VERDE,21,0,MUNERA,ALBACETE,AB101078224,Ambos sentidos,METEOROLOGICA,0,6,39.04881,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>NIEVE</causa>
<poblacion>MUNERA</poblacion>
<fechahora_ini>2021-0",id-incidencia-1.5,incidencia, , ,-2.47829,-2.47829,39.04881,2021/01/19 21:31:00
6,CASTILLA-LA MANCHA,CM-3225,NIEVE,2021/01/13 17:52:00,Ambos,AB,VERDE,60,48,NERPIO,ALBACETE,AB101098275,Ambos sentidos,METEOROLOGICA,0,4,38.2220022,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>NIEVE</causa>
<poblacion>NERPIO</poblacion>
<fechahora_ini>2021-0",id-incidencia-1.6,incidencia, , ,-2.3174447,-2.3174447,38.2220022,2021/01/19 21:31:00
7,CASTILLA-LA MANCHA,AB-505,NIEVE,2021/01/12 12:43:00,Ambos,AB,VERDE,12,9,PEÑAS DE SAN PEDRO,ALBACETE,AB101019078,Ambos sentidos,METEOROLOGICA,0,6,38.7435648,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>NIEVE</causa>
<poblacion>PEÑAS DE SAN PEDRO</poblacion>
<fechaho",id-incidencia-1.7,incidencia, , ,-2.0926212,-2.0926212,38.7435648,2021/01/19 21:31:00
8,CASTILLA-LA MANCHA,AB-515,NIEVE,2021/01/07 15:11:00,Ambos,AB,ROJO,17,0,PEÑASCOSA,ALBACETE,AB101079158,Ambos sentidos,METEOROLOGICA,0,2,38.67384,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>NIEVE</causa>
<poblacion>PEÑASCOSA</poblacion>
<fechahora_ini>20",id-incidencia-1.8,incidencia, , ,-2.40577,-2.40577,38.67384,2021/01/19 21:31:00
9,CASTILLA-LA MANCHA,AB-516,NIEVE,2021/01/19 16:49:00,Ambos,AB,AMARILLO,24,0,RIOPAR,ALBACETE,AB101018031,Ambos sentidos,METEOROLOGICA,1,13,38.4998099,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>ALBACETE</provincia>
<matricula>AB</matricula>
<causa>NIEVE</causa>
<poblacion>RIOPAR</poblacion>
<fechahora_ini>2021-0",id-incidencia-1.9,incidencia, , ,-2.4183931,-2.4183931,38.4998099,2021/01/19 21:31:00
10,ANDALUCIA,AL-4404,HIELO,2021/01/17 14:39:00,Ambos,AL,AMARILLO,28,23,AULAGO,ALMERIA,AL101109119,Ambos sentidos,METEOROLOGICA,0,4,37.2112658,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>HIELO</causa>
<poblacion>AULAGO</poblacion>
<fechahora_ini>2021-01-17 14:39",id-incidencia-1.10,incidencia, , ,-2.6070465,-2.6070465,37.2112658,2021/01/19 21:31:00
11,ANDALUCIA,AL-5405,HIELO,2021/01/17 14:40:00,Ambos,AL,AMARILLO,28,19,ESCULLAR,ALMERIA,AL101178017,Ambos sentidos,METEOROLOGICA,0,1,37.2103393,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>HIELO</causa>
<poblacion>ESCULLAR</poblacion>
<fechahora_ini>2021-01-17 14:",id-incidencia-1.11,incidencia, , ,-2.7443056,-2.7443056,37.2103393,2021/01/19 21:31:00
12,ANDALUCIA,AL-5406,HIELO,2021/01/17 14:38:00,Ambos,AL,AMARILLO,5,0,MENAS (LAS),ALMERIA,AL101108144,Ambos sentidos,METEOROLOGICA,0,2,37.28137,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>HIELO</causa>
<poblacion>MENAS (LAS)</poblacion>
<fechahora_ini>2021-01-17",id-incidencia-1.12,incidencia, , ,-2.51093,-2.51093,37.28137,2021/01/19 21:31:00
13,ANDALUCIA,AL-3102,HIELO,2021/01/17 14:38:00,Ambos,AL,AMARILLO,42,18,VELEFIQUE,ALMERIA,AL101179004,Ambos sentidos,METEOROLOGICA,0,2,37.1983067,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>ALMERIA</provincia>
<matricula>AL</matricula>
<causa>HIELO</causa>
<poblacion>VELEFIQUE</poblacion>
<fechahora_ini>2021-01-17 14",id-incidencia-1.13,incidencia, , ,-2.408286,-2.408286,37.1983067,2021/01/19 21:31:00
14,CASTILLA-LEON,AP-1,NIEBLA,2021/01/18 11:10:00,Ambos,BU,VERDE,12,1.6,CASTAÑARES,BURGOS,BU101188127,Ambos sentidos,METEOROLOGICA,0,2,42.33557,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>BURGOS</provincia>
<matricula>BU</matricula>
<causa>NIEBLA</causa>
<poblacion>CASTAÑARES</poblacion>
<fechahora_ini>2021-01",id-incidencia-1.14,incidencia, , ,-3.62081,-3.62081,42.33557,2021/01/19 21:31:00
15,ANDALUCIA,CA-9104,NIEVE,2021/01/18 12:03:00,Ambos,CA,NEGRO,13.5,0.9,GRAZALEMA,CADIZ,CA101099340,Ambos sentidos,METEOROLOGICA,0,5,36.7695682,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CADIZ</provincia>
<matricula>CA</matricula>
<causa>NIEVE</causa>
<poblacion>GRAZALEMA</poblacion>
<fechahora_ini>2021-01-18 12:0",id-incidencia-1.15,incidencia, , ,-5.3797736,-5.3797736,36.7695682,2021/01/19 21:31:00
16,EXTREMADURA,A-5,NIEBLA,2021/01/19 12:06:00,Ambos,CC,VERDE,210,200,ALMARAZ,CACERES,CC101198015,Ambos sentidos,METEOROLOGICA,0,2,39.7904876,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>CACERES</provincia>
<matricula>CC</matricula>
<causa>NIEBLA</causa>
<poblacion>ALMARAZ</poblacion>
<fechahora_ini>2021-01-19 1",id-incidencia-1.16,incidencia, , ,-5.6945909,-5.6945909,39.7904876,2021/01/19 21:31:00
17,EXTREMADURA,CC-22.3,HIELO,2021/01/11 10:52:00,Ambos,CC,NEGRO,10,0,NAVEZUELAS,CACERES,CC101119147,Ambos sentidos,METEOROLOGICA,0,1,39.56322,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>EXTREMADURA</autonomia>
<provincia>CACERES</provincia>
<matricula>CC</matricula>
<causa>HIELO</causa>
<poblacion>NAVEZUELAS</poblacion>
<fechahora_ini>2021-01-11",id-incidencia-1.17,incidencia, , ,-5.52491,-5.52491,39.56322,2021/01/19 21:31:00
18,ANDALUCIA,N-432,NIEBLA,2021/01/19 10:27:00,Ambos,CO,VERDE,210,180,FUENTE OBEJUNA,CORDOBA,CO101198148,Ambos sentidos,METEOROLOGICA,0,1,38.2810638,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ANDALUCIA</autonomia>
<provincia>CORDOBA</provincia>
<matricula>CO</matricula>
<causa>NIEBLA</causa>
<poblacion>FUENTE OBEJUNA</poblacion>
<fechahora_ini>2021-01",id-incidencia-1.18,incidencia, , ,-5.386451,-5.386451,38.2810638,2021/01/19 21:31:00
19,CASTILLA-LA MANCHA,CM-4017,NIEVE,2021/01/11 14:38:00,Ambos,CR,VERDE,98,32,RETUERTA DEL BULLAQUE,CIUDAD REAL,CR101098359,Ambos sentidos,METEOROLOGICA,0,3,39.5199995,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CIUDAD REAL</provincia>
<matricula>CR</matricula>
<causa>NIEVE</causa>
<poblacion>RETUERTA DEL BULLAQUE</poblacion>
<fe",id-incidencia-1.19,incidencia, , ,-4.0742234,-4.0742234,39.5199995,2021/01/19 21:31:00
20,CASTILLA-LA MANCHA,CR-200,NIEVE,2021/01/07 09:19:00,Ambos,CR,NEGRO,14,0,VILLARRUBIA DE LOS OJOS,CIUDAD REAL,CR101079111,Ambos sentidos,METEOROLOGICA,0,1,39.22239,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CIUDAD REAL</provincia>
<matricula>CR</matricula>
<causa>NIEVE</causa>
<poblacion>VILLARRUBIA DE LOS OJOS</poblacion>
<",id-incidencia-1.20,incidencia, , ,-3.60606,-3.60606,39.22239,2021/01/19 21:31:00
21,CASTILLA-LA MANCHA,CM-2201,NIEVE,2021/01/16 23:12:00,Ambos,CU,VERDE,11,5,BETETA,CUENCA,CU101168036,Ambos sentidos,METEOROLOGICA,0,1,40.5529023,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CUENCA</provincia>
<matricula>CU</matricula>
<causa>NIEVE</causa>
<poblacion>BETETA</poblacion>
<fechahora_ini>2021-01-",id-incidencia-1.21,incidencia, , ,-2.0282631,-2.0282631,40.5529023,2021/01/19 21:31:00
22,CASTILLA-LA MANCHA,CM-2104,NIEVE,2021/01/19 08:07:00,Ambos,CU,VERDE,25,14,CUENCA,CUENCA,CU101089023,Ambos sentidos,METEOROLOGICA,0,3,40.1766747,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CUENCA</provincia>
<matricula>CU</matricula>
<causa>NIEVE</causa>
<poblacion>CUENCA</poblacion>
<fechahora_ini>2021-01-",id-incidencia-1.22,incidencia, , ,-2.0256148,-2.0256148,40.1766747,2021/01/19 21:31:00
23,CASTILLA-LA MANCHA,CM-2119,NIEVE,2021/01/19 08:06:00,Ambos,CU,VERDE,8.9,0,CUENCA,CUENCA,CU101188212,Ambos sentidos,METEOROLOGICA,0,5,40.32014,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CUENCA</provincia>
<matricula>CU</matricula>
<causa>NIEVE</causa>
<poblacion>CUENCA</poblacion>
<fechahora_ini>2021-01-",id-incidencia-1.23,incidencia, , ,-1.81228,-1.81228,40.32014,2021/01/19 21:31:00
24,CASTILLA-LA MANCHA,CM-2106,NIEVE,2021/01/13 17:20:00,Ambos,CU,VERDE,78,43,HUELAMO,CUENCA,CU101138187,Ambos sentidos,METEOROLOGICA,0,1,40.3132251,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CUENCA</provincia>
<matricula>CU</matricula>
<causa>NIEVE</causa>
<poblacion>HUELAMO</poblacion>
<fechahora_ini>2021-01",id-incidencia-1.24,incidencia, , ,-1.8091114,-1.8091114,40.3132251,2021/01/19 21:31:00
25,CASTILLA-LA MANCHA,N-420,NIEVE,2021/01/19 08:08:00,Ambos,CU,VERDE,480,525,SALVACAÑETE,CUENCA,CU101108021,Ambos sentidos,METEOROLOGICA,0,3,40.1033915,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CUENCA</provincia>
<matricula>CU</matricula>
<causa>NIEVE</causa>
<poblacion>SALVACAÑETE</poblacion>
<fechahora_ini>20",id-incidencia-1.25,incidencia, , ,-1.4124744,-1.4124744,40.1033915,2021/01/19 21:31:00
26,CASTILLA-LA MANCHA,CM-200,NIEVE,2021/01/18 10:56:00,Ambos,CU,VERDE,65,0,VILLAMAYOR DE SANTIAGO,CUENCA,CU101189170,Ambos sentidos,METEOROLOGICA,0,1,39.73485,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>CUENCA</provincia>
<matricula>CU</matricula>
<causa>NIEVE</causa>
<poblacion>VILLAMAYOR DE SANTIAGO</poblacion>
<fechah",id-incidencia-1.26,incidencia, , ,-2.92595,-2.92595,39.73485,2021/01/19 21:31:00
27,CASTILLA-LA MANCHA,GU-190,HIELO,2021/01/13 11:57:00,Ambos,GU,VERDE,8.9,0,TORIJA,GUADALAJARA,GU101138140,Ambos sentidos,METEOROLOGICA,0,1,40.74895,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LA MANCHA</autonomia>
<provincia>GUADALAJARA</provincia>
<matricula>GU</matricula>
<causa>HIELO</causa>
<poblacion>TORIJA</poblacion>
<fechahora_ini>202",id-incidencia-1.27,incidencia, , ,-3.03366,-3.03366,40.74895,2021/01/19 21:31:00
28,ARAGON,A-1202,NIEVE,2021/01/18 08:37:00,Ambos,HU,ROJO,7,23.5,AGÜERO,HUESCA,HU101188087,Ambos sentidos,METEOROLOGICA,0,1,42.34495,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ARAGON</autonomia>
<provincia>HUESCA</provincia>
<matricula>HU</matricula>
<causa>NIEVE</causa>
<poblacion>AGÜERO</poblacion>
<fechahora_ini>2021-01-18 08:37</f",id-incidencia-1.28,incidencia, , ,-0.85355,-0.85355,42.34495,2021/01/19 21:31:00
29,CATALUÑA,L-911,HIELO,2021/01/14 18:43:00,Ambos,L,VERDE,11,0,BENAVENT DE LA CONCA,LLEIDA,OL101138080,Ambos sentidos,METEOROLOGICA,0,2,42.05508,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>LLEIDA</provincia>
<matricula>L</matricula>
<causa>HIELO</causa>
<poblacion>BENAVENT DE LA CONCA</poblacion>
<fechahora_ini>2021",id-incidencia-1.29,incidencia, , ,1.08945,1.08945,42.05508,2021/01/19 21:31:00
30,CATALUÑA,LV-5134,HIELO,2021/01/12 18:19:00,Ambos,L,VERDE,28.8,0,NOVES DE SEGRE,LLEIDA,OL101128231,Ambos sentidos,METEOROLOGICA,0,7,42.29316,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>LLEIDA</provincia>
<matricula>L</matricula>
<causa>HIELO</causa>
<poblacion>NOVES DE SEGRE</poblacion>
<fechahora_ini>2021-01-12",id-incidencia-1.30,incidencia, , ,1.34492,1.34492,42.29316,2021/01/19 21:31:00
31,CATALUÑA,L-913,HIELO,2021/01/12 18:16:00,Ambos,L,VERDE,8.3,0,VILANOVA DE MEIA,LLEIDA,OL101129225,Ambos sentidos,METEOROLOGICA,0,4,41.99462,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CATALUÑA</autonomia>
<provincia>LLEIDA</provincia>
<matricula>L</matricula>
<causa>HIELO</causa>
<poblacion>VILANOVA DE MEIA</poblacion>
<fechahora_ini>2021-01-",id-incidencia-1.31,incidencia, , ,1.0237,1.0237,41.99462,2021/01/19 21:31:00
32,CASTILLA-LEON,LE-491,NIEVE,2021/01/16 09:22:00,Ambos,LE,ROJO,2.6,0,PIEDRAFITA DE BABIA,LEON,LE101059107,Ambos sentidos,METEOROLOGICA,0,4,42.96699,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>LEON</provincia>
<matricula>LE</matricula>
<causa>NIEVE</causa>
<poblacion>PIEDRAFITA DE BABIA</poblacion>
<fechahora_ini>20",id-incidencia-1.32,incidencia, , ,-6.21111,-6.21111,42.96699,2021/01/19 21:31:00
33,CASTILLA-LEON,LE-321,NIEVE,2021/01/18 10:42:00,Ambos,LE,AMARILLO,45,40,VECILLA DE CURUEÑO (LA),LEON,LE101189166,Ambos sentidos,METEOROLOGICA,0,1,43.0096852,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>LEON</provincia>
<matricula>LE</matricula>
<causa>NIEVE</causa>
<poblacion>VECILLA DE CURUEÑO (LA)</poblacion>
<fechahora_i",id-incidencia-1.33,incidencia, , ,-5.4410869,-5.4410869,43.0096852,2021/01/19 21:31:00
34,GALICIA,A-8,VIENTO,2021/01/19 10:54:00,Ambos,LU,AMARILLO,552,536,MONDOÑEDO,LUGO,LU101199010,Ambos sentidos,METEOROLOGICA,0,6,43.4542978,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>VIENTO</causa>
<poblacion>MONDOÑEDO</poblacion>
<fechahora_ini>2021-01-19 10:54",id-incidencia-1.34,incidencia, , ,-7.3220055,-7.3220055,43.4542978,2021/01/19 21:31:00
35,NAVARRA,NA-2011,NIEVE,2021/01/13 19:29:00,Ambos,NA,NEGRO,7,7,OCHAGAVIA,NAVARRA,NA101138206,Ambos sentidos,METEOROLOGICA,0,1,42.958116,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>NAVARRA</autonomia>
<provincia>NAVARRA</provincia>
<matricula>NA</matricula>
<causa>NIEVE</causa>
<poblacion>OCHAGAVIA</poblacion>
<fechahora_ini>2021-01-13 19:2",id-incidencia-1.35,incidencia, , ,-1.0115334,-1.0115334,42.958116,2021/01/19 21:31:00
36,NAVARRA,NA-2012,NIEVE,2021/01/07 19:51:00,Ambos,NA,NEGRO,23.5,7,OCHAGAVIA,NAVARRA,NA101079264,Ambos sentidos,METEOROLOGICA,0,1,42.9371784,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>NAVARRA</autonomia>
<provincia>NAVARRA</provincia>
<matricula>NA</matricula>
<causa>NIEVE</causa>
<poblacion>OCHAGAVIA</poblacion>
<fechahora_ini>2021-01-07 19:5",id-incidencia-1.36,incidencia, , ,-1.1170396,-1.1170396,42.9371784,2021/01/19 21:31:00
37,ASTURIAS,CO-4,NIEVE,2020/12/31 14:38:00,Ambos,O,NEGRO,0.1,0.1,COVADONGA,ASTURIAS,OO012289111,Ambos sentidos,METEOROLOGICA,0,2,43.30755,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>ASTURIAS</autonomia>
<provincia>ASTURIAS</provincia>
<matricula>O</matricula>
<causa>NIEVE</causa>
<poblacion>COVADONGA</poblacion>
<fechahora_ini>2020-12-31 14:",id-incidencia-1.37,incidencia, , ,-5.05145,-5.05145,43.30755,2021/01/19 21:31:00
38,CASTILLA-LEON,A-67,NIEBLA,2021/01/19 10:16:00,Ambos,P,VERDE,117,20,MONZON DE CAMPOS,PALENCIA,OP101199052,Ambos sentidos,METEOROLOGICA,0,3,42.1028875,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>PALENCIA</provincia>
<matricula>P</matricula>
<causa>NIEBLA</causa>
<poblacion>MONZON DE CAMPOS</poblacion>
<fechahora_ini>2",id-incidencia-1.38,incidencia, , ,-4.4811296,-4.4811296,42.1028875,2021/01/19 21:31:00
39,CASTILLA-LEON,N-611,NIEBLA,2021/01/14 02:45:00,Ambos,P,VERDE,66,13.5,VILLALOBON,PALENCIA,OP101148006,Ambos sentidos,METEOROLOGICA,0,2,42.0458836,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>PALENCIA</provincia>
<matricula>P</matricula>
<causa>NIEBLA</causa>
<poblacion>VILLALOBON</poblacion>
<fechahora_ini>2021-01",id-incidencia-1.39,incidencia, , ,-4.5131948,-4.5131948,42.0458836,2021/01/19 21:31:00
40,CANTABRIA,CA-643,NIEVE,2021/01/11 13:05:00,Ambos,S,NEGRO,14.6,5,CONCHA (LA),CANTABRIA,OS012289024,Ambos sentidos,METEOROLOGICA,0,3,43.1869743,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CANTABRIA</autonomia>
<provincia>CANTABRIA</provincia>
<matricula>S</matricula>
<causa>NIEVE</causa>
<poblacion>CONCHA (LA)</poblacion>
<fechahora_ini>2021-01-11",id-incidencia-1.40,incidencia, , ,-3.6883218,-3.6883218,43.1869743,2021/01/19 21:31:00
41,CASTILLA-LEON,DSA-180,HIELO,2021/01/13 07:00:00,Ambos,SA,ROJO,9.5,0,HOYA (LA),SALAMANCA,SA012298125,Ambos sentidos,METEOROLOGICA,0,6,40.4101,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>SALAMANCA</provincia>
<matricula>SA</matricula>
<causa>HIELO</causa>
<poblacion>HOYA (LA)</poblacion>
<fechahora_ini>2021-01",id-incidencia-1.41,incidencia, , ,-5.69759,-5.69759,40.4101,2021/01/19 21:31:00
42,CASTILLA-LEON,CM-310,HIELO,2021/01/18 10:10:00,Ambos,SA,AMARILLO,5.4,0,MONTEJO,SALAMANCA,SA101119154,Ambos sentidos,METEOROLOGICA,0,3,40.66998,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>SALAMANCA</provincia>
<matricula>SA</matricula>
<causa>HIELO</causa>
<poblacion>MONTEJO</poblacion>
<fechahora_ini>2021-01-1",id-incidencia-1.42,incidencia, , ,-5.62025,-5.62025,40.66998,2021/01/19 21:31:00
43,CASTILLA-LEON,CL-101,NIEBLA,2021/01/19 09:13:00,Ambos,SO,VERDE,43,29,ALMENAR DE SORIA,SORIA,SO101198079,Ambos sentidos,METEOROLOGICA,0,1,41.6893825,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>METEOROLOGICA</tipo>
<autonomia>CASTILLA-LEON</autonomia>
<provincia>SORIA</provincia>
<matricula>SO</matricula>
<causa>NIEBLA</causa>
<poblacion>ALMENAR DE SORIA</poblacion>
<fechahora_ini>202",id-incidencia-1.43,incidencia, , ,-2.0887623,-2.0887623,41.6893825,2021/01/19 21:31:00
