"","house.price","RP","crime","built.area","age","retired","children","immigrants","shopping","historical","baths","type.house","floor","good.cond","garage","elevator","air.cond","swimming.pool","M.30","longitude","latitude"
"804",3725,0.19,0.63,110,5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,3,"estudio","ZZZ","bueno","si","si","si","si",0,-3.624443,40.425377
"8707",2418,0.27,0.57,48,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","primera","a_reformar","no","no","no","no",0,-3.732973,40.407783
"8417",2200,0.23,0.51,100,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.644629,40.432004
"10165",4000,0.72,0.51,80,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","seg.-terc.","a_reformar","ZZZ","si","no","no",0,-3.613472,40.389116
"8606",3471,0.23,0.51,52,30,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.640198,40.434478
"9884",3077,0.3,0.61,65,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.722974,40.400135
"4242",3862,0.33,0.76,29,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","ZZZ","bueno","no","si","si","no",0,-3.704073,40.407461
"8208",4861,0.25,0.24,55,0,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","ZZZ","bueno","no","si","ZZZ","no",0,-3.676515,40.441607
"4574",4939,0.27,0.38,165,15,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.663815,40.417357
"9784",2400,0.47,0.75,100,30,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"piso","primera","bueno","si","no","si","no",0,-3.690591,40.375268
"1339",4309,0.23,0.46,55,2.5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"atico","ZZZ","bueno","no","si","si","no",1,-3.70795,40.451878
"7306",1630,0.31,0.56,65,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","cuar.-quinta","a_reformar","ZZZ","no","no","no",0,-3.662149,40.390603
"11028",4793,0.27,0.24,210,20,22.7526510007271,10.208239022182,9.66020549542505,1,1,4,"piso","primera","bueno","no","si","no","no",1,-3.704538,40.442358
"10110",6021,0.18,0.32,142,4,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.646517,40.449103
"6348",4146,0.09,0.39,52,6.5028554184045,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"atico","seg.-terc.","bueno","si","si","si","no",0,-3.7005879,40.491266
"7112",3422,0.29,0.45,45,30,18.7982210841953,14.2389070449109,8.04302415686803,1,0,1,"piso","ZZZ","bueno","no","no","ZZZ","ZZZ",1,-3.71649,40.421174
"6860",2850,0.31,0.51,100,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,2,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.715117,40.397908
"9835",2880,0.3,0.61,75,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","bueno","si","no","no","no",0,-3.7234,40.407337
"7342",3714,0.31,0.56,35,24.0290182764727,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","no","no","si","no",0,-3.66025,40.394901
"5085",3734,0.23,0.2,79,0,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"estudio","ZZZ","bueno","si","si","si","no",0,-3.668493,40.437284
"8349",3737,0.25,0.24,95,30.7208344157504,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","sexta_o_mas","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.671237,40.445135
"10001",5800,0.22,0.31,250,17.9777235474659,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.6593819,40.44731
"5251",5314,0.19,0.22,207,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,3,"piso","sexta_o_mas","bueno","no","si","si","no",1,-3.688338,40.454311
"2021",3650,0.23,0.24,274,40,22.7526510007271,10.208239022182,9.66020549542505,1,1,3,"piso","sexta_o_mas","a_reformar","si","si","no","no",0,-3.721919,40.438129
"5353",4186,0.2,0.2,70,32.6013892288625,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","primera","bueno","no","si","no","no",0,-3.67836,40.422644
"11304",4107,0.26,0.41,60,15,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.650422,40.42895
"8602",2289,0.23,0.51,90,20,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.641142,40.427406
"6736",2289,0.24,0.45,83,20,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.657206,40.403158
"1961",2805,0.22,0.53,75,7,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","ZZZ","bueno","no","si","si","no",0,-3.73741,40.402484
"1527",1080,0.25,0.48,25,20,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","bajo","bueno","no","no","no","no",0,-3.699174,40.462328
"3923",5472,0.21,0.28,36,23.2945593952262,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"estudio","sexta_o_mas","bueno","no","si","si","no",0,-3.682694,40.442505
"5826",4588,0.39,0.56,85,2.5,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.679111,40.392221
"1720",2493,0.66,0.71,75,30,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","seg.-terc.","bueno","ZZZ","no","si","ZZZ",0,-3.682523,40.354344
"10391",4667,0.33,0.67,75,37.2772403182452,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","ZZZ","bueno","ZZZ","no","no","no",1,-3.705268,40.423429
"10984",4375,0.27,0.24,40,40,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"estudio","cuar.-quinta","bueno","no","si","no","no",1,-3.70648,40.445591
"934",5385,0.12,0.23,117,10,18.7982210841953,14.2389070449109,8.04302415686803,1,0,2,"piso","primera","bueno","si","si","si","si",0,-3.785498,40.464989
"4481",3289,0.22,0.62,38,23.3727109037221,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","ZZZ","bueno","no","no","no","no",0,-3.672395,40.383396
"9711",3182,0.47,0.75,85,7.5,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.693105,40.377941
"8906",2682,0.24,0.45,65,30,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.64495,40.438267
"2232",3120,0.58,0.52,99,7.1222334465537,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","seg.-terc.","bueno","si","si","ZZZ","si",0,-3.607635,40.362242
"1448",3739,0.25,0.48,115,5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,3,"piso","seg.-terc.","bueno","si","si","si","no",0,-3.705397,40.46303
"3654",4516,0.29,0.43,93,34,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.695247,40.458034
"1002",4086,0.12,0.23,350,5,18.7982210841953,14.2389070449109,8.04302415686803,1,0,6,"chalet","ZZZ","bueno","si","si","si","si",0,-3.777924,40.45872
"2677",3829,0.25,0.25,111,15,16.2444144382421,8.89722566365522,18.5726018625499,1,1,2,"piso","sexta_o_mas","bueno","si","si","no","si",0,-3.674927,40.478231
"10897",4444,0.13,0.18,90,5,18.7982210841953,14.2389070449109,8.04302415686803,1,0,2,"piso","ZZZ","bueno","si","si","si","si",0,-3.7726766,40.467088
"6656",1968,0.24,0.45,110,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","ZZZ","si","no","no",0,-3.654284,40.399248
"10514",6000,0.33,0.67,175,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","ZZZ","bueno","ZZZ","si","si","ZZZ",1,-3.70106,40.428837
"2022",3962,0.23,0.24,130,10,18.7982210841953,14.2389070449109,8.04302415686803,1,0,2,"piso","ZZZ","bueno","si","si","si","si",0,-3.7637546,40.443724
"147",2258,0.35,0.4,62,41.3816156581952,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","seg.-terc.","a_reformar","no","no","ZZZ","no",0,-3.702693,40.404951
"7950",5532,0.1,0.17,94,15,15.6252175325429,15.5469058171102,7.53242685105692,1,0,2,"piso","cuar.-quinta","bueno","si","no","si","no",0,-3.628042,40.46254
"7607",3976,0.14,0.28,65,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","primera","bueno","si","si","no","no",0,-3.714795,40.482617
"6781",3100,0.31,0.51,60,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","cuar.-quinta","a_reformar","si","no","no","no",0,-3.719348,40.393468
"7032",2735,0.27,0.26,68,31.6023684220117,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","primera","a_reformar","ZZZ","si","ZZZ","ZZZ",0,-3.670835,40.406738
"11017",4577,0.27,0.24,142,22.851981139695,22.7526510007271,10.208239022182,9.66020549542505,1,1,2,"piso","seg.-terc.","bueno","si","si","no","no",1,-3.703233,40.445352
"7184",5357,0.29,0.45,56,28.5889603130685,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","sexta_o_mas","bueno","no","si","si","no",1,-3.707095,40.421032
"7081",3917,0.27,0.26,120,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","cuar.-quinta","bueno","ZZZ","si","no","no",0,-3.677051,40.406536
"5159",4810,0.11,0.48,134,5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,3,"piso","primera","bueno","si","si","ZZZ","ZZZ",0,-3.618726,40.43447
"8501",4551,0.23,0.51,69,0,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"atico","ZZZ","bueno","si","si","no","no",0,-3.63901,40.425802
"3957",5161,0.21,0.28,56,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","bajo","bueno","no","si","no","no",0,-3.680613,40.441607
"7953",4000,0.1,0.17,94,15,15.6252175325429,15.5469058171102,7.53242685105692,1,0,2,"piso","primera","bueno","si","si","si","si",0,-3.631432,40.46303
"4737",3492,0.24,0.26,126,25.7435282967282,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","bajo","bueno","no","si","no","no",0,-3.6657,40.429636
"5179",5000,0.19,0.22,110,21.6630194531813,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","primera","bueno","si","si","no","no",0,-3.681772,40.455879
"5632",6700,0.36,0.66,40,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"atico","cuar.-quinta","bueno","no","no","si","no",1,-3.698439,40.42193
"9122",4704,0.28,0.21,69,30,22.7526510007271,10.208239022182,9.66020549542505,1,1,1,"piso","cuar.-quinta","bueno","no","si","si","ZZZ",1,-3.695079,40.444356
"1470",5035,0.25,0.48,46,3,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","primera","a_reformar","no","si","no","no",0,-3.704903,40.463226
"5459",4846,0.31,0.33,65,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.714777,40.404074
"4158",3000,0.33,0.76,27,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"estudio","primera","bueno","ZZZ","no","ZZZ","ZZZ",0,-3.698852,40.409689
"6704",2154,0.24,0.45,65,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.660339,40.397635
"6975",5000,0.27,0.26,70,28.3748669902666,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","cuar.-quinta","bueno","ZZZ","si","si","ZZZ",0,-3.674326,40.403905
"7386",2143,0.31,0.56,70,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.661412,40.394498
"7060",4960,0.27,0.26,50,2.5,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","seg.-terc.","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.678982,40.404853
"10372",4156,0.31,0.35,90,20,22.7526510007271,10.208239022182,9.66020549542505,1,1,1,"piso","sexta_o_mas","a_reformar","no","si","no","no",1,-3.69956,40.435042
"1956",3040,0.22,0.53,75,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","seg.-terc.","bueno","no","no","si","no",0,-3.742132,40.40531
"1711",3152,0.66,0.71,92,7.5,16.5594715715936,15.4340900438799,18.1236517127839,0,0,2,"piso","seg.-terc.","bueno","si","si","no","si",0,-3.682158,40.356536
"10813",5778,0.42,0.31,54,4,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","sexta_o_mas","bueno","no","si","si","si",0,-3.663386,40.491794
"8683",3317,0.23,0.41,60,28.0835207106809,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.73651,40.386468
"3857",3943,0.49,0.44,123,2.5,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","primera","bueno","si","si","si","si",0,-3.704538,40.506295
"7356",2277,0.31,0.56,65,30,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.656756,40.391246
"5252",7500,0.19,0.22,200,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,3,"piso","sexta_o_mas","bueno","si","si","si","no",0,-3.680187,40.455475
"6008",1849,0.32,0.51,82,28.5600658891384,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","cuar.-quinta","bueno","ZZZ","no","no","no",0,-3.69629,40.36119
"5555",5588,0.36,0.66,170,29.5978187094698,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","seg.-terc.","bueno","no","si","no","no",1,-3.691581,40.422617
"4899",5446,0.26,0.19,101,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","primera","bueno","si","si","si","no",0,-3.675721,40.42565
"3260",3151,0.39,0.54,85,40,12.3985863211007,16.4262375247283,6.55271288537198,0,0,1,"piso","sexta_o_mas","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.7156733,40.388154
"7838",3773,0.18,0.32,110,40,16.9485824548359,14.2042185577595,7.08064473299875,0,0,2,"piso","cuar.-quinta","a_reformar","si","si","no","si",0,-3.709109,40.482895
"7286",2500,0.31,0.56,52,40,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","no","no","no","no",0,-3.663125,40.391055
"10586",2833,0.27,0.41,60,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.700204,40.465429
"7529",3932,0.44,0.57,44,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","a_reformar","no","no","no","no",0,-3.695912,40.403333
"3847",3894,0.49,0.44,540,17.3836888837278,15.6252175325429,15.5469058171102,7.53242685105692,1,0,7,"chalet","ZZZ","a_reformar","si","no","si","si",0,-3.705139,40.511711
"310",3906,0.39,0.43,192,15,21.3085529446878,11.4343101904508,6.06361267736289,1,1,3,"piso","cuar.-quinta","bueno","si","si","si","si",0,-3.667506,40.404727
"11053",1977,0.19,0.4,86,37.0416901115389,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","cuar.-quinta","bueno","no","no","no","no",0,-3.691732,40.492528
"5432",7467,0.31,0.33,300,12.0977661053063,15.6252175325429,15.5469058171102,7.53242685105692,1,0,4,"chalet","ZZZ","bueno","si","no","si","si",0,-3.7178165,40.403912
"1321",4444,0.23,0.46,45,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","primera","bueno","no","no","si","no",1,-3.705997,40.452597
"6554",5000,0.17,0.23,60,30,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"estudio","sexta_o_mas","bueno","no","si","si","si",0,-3.673897,40.467813
"1895",2953,0.22,0.41,53,34.9938675980456,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","primera","a_reformar","no","no","ZZZ","ZZZ",0,-3.610532,40.438178
"4881",4402,0.26,0.19,117,26.7898640677849,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","primera","bueno","no","si","si","no",0,-3.669369,40.423772
"32",3006,0.22,0.51,123,15,18.6782268954326,13.431372167504,17.8368933701206,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.727695,40.375391
"418",3478,0.11,0.28,115,23.032995352814,21.8191401950297,11.6618606886501,13.9478008774786,0,0,2,"piso","sexta_o_mas","a_reformar","no","si","ZZZ","si",0,-3.763912,40.382954
"1469",3606,0.25,0.48,33,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","ZZZ","bueno","no","si","no","no",0,-3.699263,40.462545
"10279",4133,0.41,0.75,75,40,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"piso","ZZZ","bueno","ZZZ","si","si","no",1,-3.707006,40.419361
"9847",2821,0.3,0.61,78,7,18.6782268954326,13.431372167504,17.8368933701206,0,0,2,"piso","primera","bueno","no","no","si","no",0,-3.734665,40.396642
"9955",2143,0.3,0.61,70,25,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.733533,40.394268
"11356",4433,0.26,0.41,90,15,20.7824152819573,12.6403244799163,13.4305900824284,0,0,2,"piso","seg.-terc.","a_reformar","si","si","si","no",0,-3.658061,40.431792
"2579",5010,0.23,0.25,48,26.8978445895693,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.681926,40.436223
"6027",2339,0.32,0.51,109,50,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"ZZZ","ZZZ","bueno","si","si","ZZZ","ZZZ",0,-3.695333,40.365267
"8124",2400,0.31,0.69,75,40,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","bueno","si","no","si","ZZZ",0,-3.707135,40.382742
"3326",2940,0.25,0.36,84,26.7656798910452,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","cuar.-quinta","bueno","no","si","no","no",0,-3.651924,40.438717
"3349",3948,0.25,0.36,58,25,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","primera","a_reformar","no","no","si","no",0,-3.645165,40.440921
"5823",4800,0.39,0.56,65,3,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","primera","bueno","si","si","si","si",0,-3.690659,40.393893
"6511",5000,0.2,0.26,120,40,21.3085529446878,11.4343101904508,6.06361267736289,1,1,1,"piso","sexta_o_mas","bueno","si","si","ZZZ","no",0,-3.675785,40.415836
"9110",3676,0.21,0.28,55,5,16.9864075695667,15.7803097218604,9.82035623733057,0,0,2,"piso","primera","bueno","si","si","si","si",0,-3.581607,40.443641
"6659",2778,0.24,0.45,90,35,17.5324251570275,14.0851619218533,15.6513581858227,0,0,2,"atico","seg.-terc.","bueno","ZZZ","no","si","no",0,-3.65416,40.4033
"2534",3380,0.45,0.44,108,75,12.6252676659529,18.3740185581727,9.04211277658815,0,0,2,"piso","seg.-terc.","bueno","si","si","si","si",0,-3.597851,40.402418
"8769",3056,0.27,0.57,90,25,21.8191401950297,11.6618606886501,13.9478008774786,0,0,2,"piso","primera","a_reformar","no","si","si","no",0,-3.725052,40.4133
"10099",2722,0.18,0.32,90,34,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","seg.-terc.","a_reformar","no","si","no","no",0,-3.650894,40.446163
"5336",5530,0.2,0.2,217,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,3,"atico","sexta_o_mas","bueno","si","si","si","no",0,-3.671064,40.421664
"10674",2223.74,0.27,0.41,45,5,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","primera","bueno","si","si","no","si",0,-3.703852,40.465984
"2722",4214,0.25,0.25,117,25,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.674948,40.480463
"6900",1779,0.25,0.67,145,2.5,17.6805558506683,14.7617732259595,20.543385107905,0,0,2,"ZZZ","ZZZ","bueno","si","si","no","si",0,-3.715439,40.371463
"5402",4091,0.31,0.33,44,21.4855237253569,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.717146,40.407701
"1134",3346,0.24,0.33,133,31.4785705229603,20.7117330727654,12.7764832897155,7.36947118834004,1,1,2,"piso","ZZZ","bueno","ZZZ","si","ZZZ","ZZZ",1,-3.71663,40.43546
"2952",2895,0.35,0.52,95,40,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.6964,40.3962
"8654",2800,0.23,0.41,100,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.741939,40.381499
"3362",3278,0.25,0.36,90,30,20.7824152819573,12.6403244799163,13.4305900824284,0,0,1,"piso","seg.-terc.","bueno","no","si","si","no",0,-3.651809,40.43869
"7404",3383,0.29,0.57,60,25.2738501354559,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","seg.-terc.","bueno","no","no","no","no",0,-3.641839,40.389181
"10810",4132,0.42,0.31,53,3,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"piso","sexta_o_mas","bueno","si","si","si","si",0,-3.652697,40.497582
"5342",3929,0.2,0.2,84,30,21.3085529446878,11.4343101904508,6.06361267736289,1,1,2,"piso","bajo","bueno","ZZZ","si","ZZZ","ZZZ",0,-3.677502,40.421664
"2875",3158,0.35,0.52,95,40,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","sexta_o_mas","bueno","no","si","no","no",0,-3.696342,40.398496
"2425",3000,0.58,0.52,85,15,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","seg.-terc.","bueno","ZZZ","si","si","ZZZ",0,-3.616562,40.383232
"6615",5930,0.17,0.23,43,33.1463355916264,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"estudio","sexta_o_mas","bueno","ZZZ","si","si","ZZZ",0,-3.687866,40.463634
"6051",3600,0.44,0.63,50,2.5,16.5594715715936,15.4340900438799,18.1236517127839,0,0,1,"piso","primera","bueno","si","si","si","si",0,-3.685058,40.35654
"4067",4387,0.33,0.76,62,30,18.6782268954326,13.431372167504,17.8368933701206,1,1,1,"piso","cuar.-quinta","bueno","no","no","si","no",1,-3.698114,40.413885
"5383",4941,0.31,0.33,95,25.2820063576404,16.4637662379734,12.4059736305031,12.0677702549483,1,1,2,"piso","cuar.-quinta","bueno","no","si","si","no",0,-3.7133152,40.405202
"5686",3627,0.16,0.27,193,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,3,"piso","cuar.-quinta","a_reformar","si","si","no","si",0,-3.697715,40.483646
"10946",3854,0.11,0.32,96,10,18.7982210841953,14.2389070449109,8.04302415686803,1,0,2,"piso","primera","bueno","no","si","si","no",0,-3.714752,40.468727
"5288",5111,0.19,0.22,45,16.3889722871929,20.7117330727654,12.7764832897155,7.36947118834004,1,1,1,"piso","primera","bueno","si","si","si","no",0,-3.684497,40.458589
"2839",3250,0.35,0.52,60,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","cuar.-quinta","bueno","no","no","si","no",0,-3.695894,40.392798
"10380",5233,0.31,0.35,86,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,1,"piso","sexta_o_mas","bueno","no","si","si","ZZZ",1,-3.6986261,40.436234
"1291",4235,0.23,0.46,85,25,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"piso","ZZZ","bueno","no","si","si","no",1,-3.706899,40.452499
"10803",5816,0.42,0.31,125,4,15.6252175325429,15.5469058171102,7.53242685105692,1,0,1,"atico","seg.-terc.","bueno","no","si","no","si",0,-3.653773,40.49509
"9756",2400,0.47,0.75,100,25,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","bueno","si","no","si","ZZZ",0,-3.690376,40.374847
"10360",4909,0.31,0.35,110,30,22.7526510007271,10.208239022182,9.66020549542505,1,1,1,"piso","seg.-terc.","a_reformar","no","si","no","no",1,-3.70098,40.434491
"5499",8824,0.27,0.37,170,30,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"piso","primera","a_reformar","no","no","no","no",1,-3.685076,40.421305
"5413",4836,0.31,0.33,61,30,16.4637662379734,12.4059736305031,12.0677702549483,1,1,1,"piso","seg.-terc.","bueno","no","si","no","no",0,-3.715811,40.405039
"761",2643,0.14,0.43,70,30,21.8191401950297,11.6618606886501,13.9478008774786,0,0,1,"piso","cuar.-quinta","bueno","ZZZ","no","si","no",0,-3.759105,40.40384
"11228",2632,0.19,0.4,95,25,16.9485824548359,14.2042185577595,7.08064473299875,0,0,1,"piso","sexta_o_mas","bueno","no","si","no","no",0,-3.693423,40.495167
"6850",3100,0.31,0.51,50,40,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","primera","bueno","si","no","si","no",0,-3.71497,40.395037
"1818",3215,0.12,0.21,90,15,15.6252175325429,15.5469058171102,7.53242685105692,1,0,2,"piso","sexta_o_mas","bueno","si","si","no","no",0,-3.63905,40.467454
"3649",2880,0.29,0.43,125,30,19.5566137701235,11.1810440577564,17.5599075693549,0,0,2,"piso","primera","bueno","no","si","si","no",0,-3.70044,40.457658
"10245",5000,0.41,0.75,87,30,16.2444144382421,8.89722566365522,18.5726018625499,1,1,1,"atico","cuar.-quinta","bueno","no","no","si","no",1,-3.698703,40.4216
"6803",2914,0.31,0.51,58,30,18.6782268954326,13.431372167504,17.8368933701206,0,0,1,"piso","sexta_o_mas","bueno","no","si","no","si",0,-3.722134,40.39428
"9516",2222,0.35,0.57,90,10,17.5324251570275,14.0851619218533,15.6513581858227,0,0,1,"piso","primera","bueno","ZZZ","si","no","no",0,-3.670553,40.396442
"10216",4413,0.19,0.48,54,10,16.9864075695667,15.7803097218604,9.82035623733057,0,0,1,"piso","seg.-terc.","bueno","si","si","ZZZ","ZZZ",0,-3.618815,40.440203
"2043",4906,0.23,0.24,159,29.5223288136323,22.4451037773467,10.8508323139206,8.57455680888883,1,1,2,"atico","sexta_o_mas","a_reformar","si","si","no","no",0,-3.762867,40.433882
"9781",1811,0.47,0.75,90,25,17.6805558506683,14.7617732259595,20.543385107905,0,0,1,"ZZZ","ZZZ","bueno","ZZZ","si","no","no",0,-3.687952,40.369501
"8851",2857,0.24,0.45,70,40,22.7526510007271,10.208239022182,9.66020549542505,0,0,1,"piso","ZZZ","bueno","no","no","no","no",0,-3.643577,40.438161
"3840",4655,0.49,0.44,29,0,19.5566137701235,11.1810440577564,17.5599075693549,0,0,1,"estudio","seg.-terc.","bueno","no","si","no","no",0,-3.7167002,40.530574
"2383",3619,0.58,0.52,80,6,11.5771084486625,16.3236733530746,9.57490304915067,0,0,2,"piso","seg.-terc.","bueno","ZZZ","si","no","no",0,-3.618708,40.37192
